,address,code_district,code_suburb,id,number,total_bases,last_updated,longitude,latitude,coordinates
458,"Fernando Gabriel, 2 ,",15,152,2006,492,24,2024-03-15 08:58:01,-3.63949891,40.42466356,"(-3.63949891, 40.42466356)"
459,"Paseo de los Jesuitas, 69 ,",10,102,2007,322,27,2024-03-15 08:58:01,-3.7351,40.408,"(-3.7351, 40.408)"
460,"Avenida Córdoba, enfrente nº 21 ,",12,124,2008,392,23,2024-03-15 08:58:01,-3.697856,40.38268,"(-3.697856, 40.38268)"
461,"Calle Candilejas, 5 ,",13,133,2009,420,23,2024-03-15 08:58:01,-3.66300383,40.38263599,"(-3.66300383, 40.38263599)"
462,"Calle Puerto de Balbarán, 10,",13,133,2010,419,27,2024-03-15 08:58:01,-3.655868,40.3762374,"(-3.655868, 40.3762374)"
463,"Calle Cabeza de Mesada, 5,",18,183,2011,439,27,2024-03-15 08:58:01,-3.629413,40.37647902,"(-3.629413, 40.37647902)"
464,"Avenida de Orovilla, 53,",17,174,2012,398,27,2024-03-15 08:58:01,-3.6895,40.3587,"(-3.6895, 40.3587)"
465,"Avenida Monforte de Lemos, 13 ,",08,085,2013,569,23,2024-03-15 08:58:01,-3.6965,40.4795,"(-3.6965, 40.4795)"
466,"Calle Melchor Fernandez Almagro, 80,",08,084,2014,571,23,2024-03-15 08:58:01,-3.710326199999999,40.4756475,"(-3.710326199999999, 40.4756475)"
467,"Calle del Cobre, 6 ,",02,025,2017,268,23,2024-03-15 08:58:01,-3.689031463575172,40.39338327980599,"(-3.689031463575172, 40.39338327980599)"
468,"Paseo de la Florida, 37,",09,091,2019,305,23,2024-03-15 08:58:01,-3.72317757,40.42276114,"(-3.72317757, 40.42276114)"
469,"Avenida Del Santo Ángel de la Guarda, 6 ,",09,094,2020,306,23,2024-03-15 08:58:01,-3.7121965,40.4617959,"(-3.7121965, 40.4617959)"
470,"Calle Serrano Galvache 1,",15,159,2021,486,23,2024-03-15 08:58:01,-3.6679379,40.471382,"(-3.6679379, 40.471382)"
471,"Calle de Puertollano, 4-2 ,",20,208,2022,502,23,2024-03-15 08:58:01,-3.6237372,40.4425157,"(-3.6237372, 40.4425157)"
472,"Calle Gallegos 27,",19,191,2023,462,27,2024-03-15 08:58:01,-3.6102747,40.40240379,"(-3.6102747, 40.40240379)"
473,"Calle Arroyo del Olivar, 63,",13,133,2024,421,24,2024-03-15 08:58:01,-3.653269,40.388435,"(-3.653269, 40.388435)"
474,"Calle Manuel Uribe, 1,",15,158,2025,487,23,2024-03-15 08:58:01,-3.66503419,40.46434131,"(-3.66503419, 40.46434131)"
475,"422 - Travesia de Palomeras, 7,",13,132,2026,422,24,2024-03-15 08:58:01,-3.6705179,40.39017003,"(-3.6705179, 40.39017003)"
476,"Avenida de Entrevias, 56,",13,131,2027,423,24,2024-03-15 08:58:01,-3.66855013,40.38138801,"(-3.66855013, 40.38138801)"
477,"Camino de Valderribas, 47,",13,136,2028,424,24,2024-03-15 08:58:01,-3.663958,40.4002231,"(-3.663958, 40.4002231)"
478,"Calle Ramón Pérez de Ayala, 45 ,",13,136,2029,425,24,2024-03-15 08:58:01,-3.65381017,40.40003472,"(-3.65381017, 40.40003472)"
479,"Calle Humanes, 3,",13,135,2030,426,24,2024-03-15 08:58:01,-3.64932678,40.3952121,"(-3.64932678, 40.3952121)"
480,"Calle de los Andaluces, 2,",13,134,2031,427,24,2024-03-15 08:58:01,-3.64148304,40.3914244,"(-3.64148304, 40.3914244)"
481,"Avenida La Albufera, 136 ,",13,133,2032,428,24,2024-03-15 08:58:01,-3.6571,40.3919,"(-3.6571, 40.3919)"
482,"Calle Manuel Noya, 29 ,",12,125,2033,393,24,2024-03-15 08:58:01,-3.7117979,40.3853787,"(-3.7117979, 40.3853787)"
483,"Serrano Galvache, 56,",15,159,2034,489,24,2024-03-15 08:58:01,-3.67144504,40.47675257,"(-3.67144504, 40.47675257)"
484,"Calle Hermanos García Nobleza (esquina Plaza del Reloj Solar) ,",15,152,2035,490,24,2024-03-15 08:58:01,-3.62888094,40.42427523,"(-3.62888094, 40.42427523)"
485,"Calle Ricardo Ortiz, 33,",15,151,2036,488,24,2024-03-15 08:58:01,-3.65796439,40.42657032,"(-3.65796439, 40.42657032)"
486,"Calle Bacares, 20 ,",16,165,2037,525,24,2024-03-15 08:58:01,-3.66269029,40.47675499,"(-3.66269029, 40.47675499)"
487,"Calle de San Roman del Valle, 20,",20,204,2038,504,24,2024-03-15 08:58:01,-3.623466935545257,40.42309928573645,"(-3.623466935545257, 40.42309928573645)"
488,"Calle Zaldivar, 19 ,",20,201,2039,503,24,2024-03-15 08:58:01,-3.62650373,40.43209033,"(-3.62650373, 40.43209033)"
489,"Calle Arroyo Bueno, 53 ,",17,171,2040,404,27,2024-03-15 08:58:01,-3.710985,40.349111,"(-3.710985, 40.349111)"
490,"Calle Mercedes Arteaga, 21,",11,112,2041,353,24,2024-03-15 08:58:01,-3.722217570475459,40.39251608002938,"(-3.722217570475459, 40.39251608002938)"
491,"Calle de la Vía, 56 ,",11,112,2042,355,24,2024-03-15 08:58:01,-3.7182338,40.3854641,"(-3.7182338, 40.3854641)"
492,"Calle Francisco Tejada, 1 ,",10,102,2043,326,24,2024-03-15 08:58:01,-3.739615781020349,40.40937950320982,"(-3.739615781020349, 40.40937950320982)"
493,"Calle El Greco, 27 ,",10,103,2044,327,24,2024-03-15 08:58:01,-3.74726153,40.40741199,"(-3.74726153, 40.40741199)"
494,"Avenida Moratalaz, 33 ,",14,144,2046,459,24,2024-03-15 08:58:01,-3.66000272,40.40750626,"(-3.66000272, 40.40750626)"
495,"Corregidor licenciado Antonio de Mena, sn,",14,143,2047,461,24,2024-03-15 08:58:01,-3.6408,40.4099,"(-3.6408, 40.4099)"
496,"Calle Portalegre, 9 ,",11,112,2048,356,24,2024-03-15 08:58:01,-3.72364769,40.38937686,"(-3.72364769, 40.38937686)"
497,"Avenida Monforte de Lemos, 123,",08,084,2049,572,24,2024-03-15 08:58:01,-3.70997335,40.47810429,"(-3.70997335, 40.47810429)"
498,"Calle Melchor Fernandez Almagro, 16,",08,085,2050,573,24,2024-03-15 08:58:01,-3.69962571,40.47772776,"(-3.69962571, 40.47772776)"
499,"Ginzo de Limia, 36,",08,085,2051,575,24,2024-03-15 08:58:01,-3.703526,40.47817,"(-3.703526, 40.47817)"
500,"Calle Chantada, 14,",08,084,2052,574,24,2024-03-15 08:58:01,-3.710678,40.472695,"(-3.710678, 40.472695)"
501,"Paseo de Federico García Lorca, 2 ,",18,181,2053,440,18,2024-03-15 08:58:01,-3.62144691,40.3795035,"(-3.62144691, 40.3795035)"
502,"Calle Seis (esquina con Avenida Quinta),",20,206,2054,507,24,2024-03-15 08:58:01,-3.59650295,40.44845033,"(-3.59650295, 40.44845033)"
503,"Calle Rosario Pino, 17 ,",06,063,2055,299,24,2024-03-15 08:58:01,-3.69193246,40.46204955,"(-3.69193246, 40.46204955)"
504,"Calle Capitan Blanco Argibay, 112 ,",06,065,2056,300,24,2024-03-15 08:58:01,-3.7031882,40.4667435,"(-3.7031882, 40.4667435)"
505,"Calle Muller, 34 ,",06,065,2057,301,24,2024-03-15 08:58:01,-3.69837565,40.46518187,"(-3.69837565, 40.46518187)"
506,"Gran Avenida, 27,",12,121,2059,396,24,2024-03-15 08:58:01,-3.70760649,40.36997711,"(-3.70760649, 40.36997711)"
507,"Calle Periana, 24 ,",12,123,2060,394,24,2024-03-15 08:58:01,-3.68765805,40.36672327,"(-3.68765805, 40.36672327)"
508,"Calle Bohemios, 1 ,",17,175,2062,399,24,2024-03-15 08:58:01,-3.693901,40.356536,"(-3.693901, 40.356536)"
509,"Calle Torremolinos, 1 ,",13,134,2063,430,24,2024-03-15 08:58:01,-3.64178999,40.38500948,"(-3.64178999, 40.38500948)"
510,"Calle Ariel, 11 ,",02,024,2064,269,24,2024-03-15 08:58:01,-3.67970176633988,40.393023802369754,"(-3.67970176633988, 40.393023802369754)"
511,"Calle Esteban Collantes 63,",15,152,2065,491,24,2024-03-15 08:58:01,-3.637663,40.432883,"(-3.637663, 40.432883)"
512,"Calle Velacho Alto, 4-16 ,",16,165,2066,527,24,2024-03-15 08:58:01,-3.65926884,40.47250314,"(-3.65926884, 40.47250314)"
513,"Plaza del Liceo (esquina con Calle Silvano) ,",16,163,2067,526,24,2024-03-15 08:58:01,-3.64441924,40.45754368,"(-3.64441924, 40.45754368)"
514,"Calle Estación de Canfrac, 18 ,",13,136,2068,431,24,2024-03-15 08:58:01,-3.6634,40.3969,"(-3.6634, 40.3969)"
515,"Calle Carlos Martín Álvarez, 38 ,",13,133,2069,429,23,2024-03-15 08:58:01,-3.6635,40.3895,"(-3.6635, 40.3895)"
516,"Calle del Sorbe , 20,",11,111,2070,357,24,2024-03-15 08:58:01,-3.71320917,40.3898701,"(-3.71320917, 40.3898701)"
517,"Calle Teresa López Valcarcel (esquina calle Teniente Coronel Noreña),",02,024,2071,270,24,2024-03-15 08:58:01,-3.69328771,40.38862908,"(-3.69328771, 40.38862908)"
518,"Calle Arturo Soria (esquina con calle Jazmín),",15,159,2072,493,23,2024-03-15 08:58:01,-3.6684167,40.47636724,"(-3.6684167, 40.47636724)"
519,"Calle Villalobos, 28 ,",13,134,2073,433,24,2024-03-15 08:58:01,-3.65076037,40.38161669,"(-3.65076037, 40.38161669)"
520,"Calle Alan Turing, 2 ,",13,134,2074,436,23,2024-03-15 08:58:01,-3.62713659,40.3901675,"(-3.62713659, 40.3901675)"
521,"Calle Charleroi, 1 ,",13,134,2075,434,24,2024-03-15 08:58:01,-3.63219372,40.38191654,"(-3.63219372, 40.38191654)"
522,"Calle Albarracin, sn,",20,201,2076,506,24,2024-03-15 08:58:01,-3.63251641,40.43397327,"(-3.63251641, 40.43397327)"
523,"Calle Castillo de Ucles, 37,",20,201,2077,505,24,2024-03-15 08:58:01,-3.62306578,40.4315255,"(-3.62306578, 40.4315255)"
524,"Calle San Claudio, 150 ,",13,134,2078,435,24,2024-03-15 08:58:01,-3.63953994,40.38902883,"(-3.63953994, 40.38902883)"
525,"Calle Alcala  (acera de tránsito peatonal),",20,207,2079,508-old,0,2024-03-15 08:58:01,-3.60960104,40.44910362,"(-3.60960104, 40.44910362)"
526,"Paseo de la Dirección, 330, (enfrente) ,",06,065,2080,302,24,2024-03-15 08:58:01,-3.703955,40.4702445774,"(-3.703955, 40.4702445774)"
527,"Calle Casalarreina, 18,",19,191,2081,463,24,2024-03-15 08:58:01,-3.6123187980524585,40.40939089860396,"(-3.6123187980524585, 40.40939089860396)"
528,"Avenida de Daroca 321,",19,191,2082,464,24,2024-03-15 08:58:01,-3.61283416,40.40634029,"(-3.61283416, 40.40634029)"
529,"Paseo de los Gigantes y Cabezudos, 4,",17,175,2083,400,24,2024-03-15 08:58:01,-3.69399661,40.36064659,"(-3.69399661, 40.36064659)"
530,"Calle San Restituto, 74,",09,094,2084,307,24,2024-03-15 08:58:01,-3.71693008,40.46588016,"(-3.71693008, 40.46588016)"
531,"Paseo de la Dirección, 161,",06,065,2085,303,24,2024-03-15 08:58:01,-3.7080850848120273,40.46778929738312,"(-3.7080850848120273, 40.46778929738312)"
532,"Avenida El Ferrol, 18,",08,084,2086,576,24,2024-03-15 08:58:01,-3.70510525,40.47431313,"(-3.70510525, 40.47431313)"
533,"Calle Aurora boreal, 19 ,",08,084,2087,577,24,2024-03-15 08:58:01,-3.70566914,40.47899993,"(-3.70566914, 40.47899993)"
534,"Calle Ofelia Nieto, 75,",09,094,2088,309,24,2024-03-15 08:58:01,-3.708734,40.462051,"(-3.708734, 40.462051)"
535,"Calle María Auxiliadora, 1 ,",09,093,2089,308,24,2024-03-15 08:58:01,-3.71346147,40.45772941,"(-3.71346147, 40.45772941)"
536,"Avenida de Guadalajara, 101,",20,204,2090,510,24,2024-03-15 08:58:01,-3.61346199,40.42218968,"(-3.61346199, 40.42218968)"
537,"Calle Aquitania, 31,",20,204,2091,511,27,2024-03-15 08:58:01,-3.61726728,40.41912347,"(-3.61726728, 40.41912347)"
538,"Calle de los Aparejadores, 24,",20,204,2092,512,24,2024-03-15 08:58:01,-3.61537023,40.42667885,"(-3.61537023, 40.42667885)"
539,"Avenida de Niza, 9,",20,205,2093,513,27,2024-03-15 08:58:01,-3.60645414,40.4271211,"(-3.60645414, 40.4271211)"
540,"Calle Maria Sevilla Diago, 5,",20,205,2094,514,24,2024-03-15 08:58:01,-3.61095077,40.43283006,"(-3.61095077, 40.43283006)"
541,"Avenida de Hellin, 13,",20,202,2095,515,24,2024-03-15 08:58:01,-3.61579967,40.43091667,"(-3.61579967, 40.43091667)"
542,"Calle de El Toboso, 115,",11,113,2096,359,23,2024-03-15 08:58:01,-3.7363397,40.3929901,"(-3.7363397, 40.3929901)"
543,"Avenida Nuestra Señora de Fatima, 34,",11,114,2097,360,23,2024-03-15 08:58:01,-3.7470882,40.3840155,"(-3.7470882, 40.3840155)"
544,"Avenida de Abrantes, 106 ,",11,117,2098,361,23,2024-03-15 08:58:01,-3.73266666,40.37734672,"(-3.73266666, 40.37734672)"
545,"Avenida Santa Eugenia,1 ,",18,182,2099,441,24,2024-03-15 08:58:01,-3.60948153,40.38600753,"(-3.60948153, 40.38600753)"
546,"Avenida de Santa Eugenia con Calle sauzal, 1 ,",18,182,2100,442,27,2024-03-15 08:58:01,-3.60463,40.38305936,"(-3.60463, 40.38305936)"
547,"Calle Fuentespina, 33,",18,182,2101,443,24,2024-03-15 08:58:01,-3.60724755,40.37941487,"(-3.60724755, 40.37941487)"
548,"Calle Hilario Herránz Establos , 36,",11,116,2102,362,27,2024-03-15 08:58:01,-3.726638,40.372839,"(-3.726638, 40.372839)"
549,"Calle Rioja, 13,",21,211,2103,557,24,2024-03-15 08:58:01,-3.58815143,40.45746674,"(-3.58815143, 40.45746674)"
550,"Calle Francisco Suárez, 28 ,",05,055,2104,290,23,2024-03-15 08:58:01,-3.67994416,40.46437817,"(-3.67994416, 40.46437817)"
551,"Calle López de Hoyos, 478,",16,164,2105,529,23,2024-03-15 08:58:01,-3.649843,40.47175,"(-3.649843, 40.47175)"
552,"Calle de los Emigrantes, 15,",16,163,2106,530,27,2024-03-15 08:58:01,-3.63788349,40.4685745,"(-3.63788349, 40.4685745)"
553,"Calle de Santa Virgilia, 6,",16,164,2107,531,23,2024-03-15 08:58:01,-3.6450741,40.4768782,"(-3.6450741, 40.4768782)"
554,"Avenida Barranquilla, 17 ,",16,164,2108,532,24,2024-03-15 08:58:01,-3.6395164,40.47490194,"(-3.6395164, 40.47490194)"
555,"Avenida de San Luis, 23,",16,164,2109,533,23,2024-03-15 08:58:01,-3.65511455,40.47148748,"(-3.65511455, 40.47148748)"
556,"Calle Serrano nº 32,",04,041,2110,106A,19,2024-03-15 08:58:01,-3.687807,40.424924,"(-3.687807, 40.424924)"
557,"Calle de la Isla Graciosa, 2,",08,086,2111,582,24,2024-03-15 08:58:01,-3.6862657,40.49262243,"(-3.6862657, 40.49262243)"
558,"Calle de Angel Mugica, 3,",08,086,2112,583,24,2024-03-15 08:58:01,-3.68529048,40.48468297,"(-3.68529048, 40.48468297)"
559,"Avenida Monasterio de Silos, 63A,",08,088,2113,584,24,2024-03-15 08:58:01,-3.69603345,40.50501029,"(-3.69603345, 40.50501029)"
560,"Calle Molins de Rey, 8,",08,086,2114,585,24,2024-03-15 08:58:01,-3.69374813,40.4954662,"(-3.69374813, 40.4954662)"
561,"Calle Caldas de Estrach, 14,",08,086,2115,586,23,2024-03-15 08:58:01,-3.6974725,40.4963916,"(-3.6974725, 40.4963916)"
562,"Calle Mesena, 102 ,",16,165,2116,534,24,2024-03-15 08:58:01,-3.66340634,40.46772408,"(-3.66340634, 40.46772408)"
563,"Calle Costa Brava, 14,",08,087,2118,587,27,2024-03-15 08:58:01,-3.70865744,40.49892399,"(-3.70865744, 40.49892399)"
564,"Av. del Campo de Calatrava, 17,",08,086,2119,588,27,2024-03-15 08:58:01,-3.69112254,40.50052161,"(-3.69112254, 40.50052161)"
565,"Avenida Monasterio de Silos, 37,",08,088,2120,589,24,2024-03-15 08:58:01,-3.70290315,40.50340494,"(-3.70290315, 40.50340494)"
566,"Calle Ramón Power, 2 ,",16,163,2121,535,27,2024-03-15 08:58:01,-3.634999,40.463575,"(-3.634999, 40.463575)"
567,"Calle de Cebreros, 97 ,",10,103,2122,328,22,2024-03-15 08:58:01,-3.7521917,40.4032379,"(-3.7521917, 40.4032379)"
568,"Calle Alhambra, 56 ,",10,103,2123,329,23,2024-03-15 08:58:01,-3.74445208,40.3988162,"(-3.74445208, 40.3988162)"
569,"Calle Duquesa de Parcent, 14 ,",10,104,2124,330,23,2024-03-15 08:58:01,-3.7447281,40.39500224,"(-3.7447281, 40.39500224)"
570,"Calle Valmojado, 33 ,",10,104,2125,331,24,2024-03-15 08:58:01,-3.75757186,40.39649629,"(-3.75757186, 40.39649629)"
571,"Calle de los Yébenes, 159 ,",10,104,2126,332,23,2024-03-15 08:58:01,-3.75181704,40.39302789,"(-3.75181704, 40.39302789)"
572,"Avenida de Oporto, 34,",11,112,2128,364,22,2024-03-15 08:58:01,-3.72378064,40.38550735,"(-3.72378064, 40.38550735)"
573,"Calle de Boj, 4 ,",16,161,2129,536,23,2024-03-15 08:58:01,-3.6180818,40.4560204,"(-3.6180818, 40.4560204)"
574,"Avenida de Machupichu, 23,",16,162,2130,537,27,2024-03-15 08:58:01,-3.62579439,40.45841466,"(-3.62579439, 40.45841466)"
575,"Calle de Haendel, 8,",16,163,2131,538,27,2024-03-15 08:58:01,-3.62532131,40.46275082,"(-3.62532131, 40.46275082)"
576,"Calle Illescas, 104 ,",10,104,2132,333,23,2024-03-15 08:58:01,-3.7562323,40.392175,"(-3.7562323, 40.392175)"
577,"Avenida Plaza de Toros, 3 ,",11,114,2133,365,23,2024-03-15 08:58:01,-3.73725908,40.38537202,"(-3.73725908, 40.38537202)"
578,"Paseo de Marcelino Camacho, 53 ,",11,114,2134,366,23,2024-03-15 08:58:01,-3.744521,40.387737,"(-3.744521, 40.387737)"
579,"Avenida Alfonso XIII, 113,",05,054,2135,291,23,2024-03-15 08:58:01,-3.66790332,40.45866532,"(-3.66790332, 40.45866532)"
580,"Calle Pradillo, 33,",05,053,2136,292,23,2024-03-15 08:58:01,-3.6717937,40.44904126,"(-3.6717937, 40.44904126)"
581,"Arturo Soria, 332,",15,159,2137,494,23,2024-03-15 08:58:01,-3.666529,40.480694,"(-3.666529, 40.480694)"
582,"Calle Juan Ignacio Luca de Tena, 13 ,",20,208,2138,516,27,2024-03-15 08:58:01,-3.63110255,40.44796778,"(-3.63110255, 40.44796778)"
583,"Calle Eugenia de Montijo, 57 ,",11,115,2139,368,15,2024-03-15 08:58:01,-3.74706068,40.3791024,"(-3.74706068, 40.3791024)"
584,"Plaza De la Parroquia, 19 ,",11,115,2140,369,23,2024-03-15 08:58:01,-3.7415832,40.3802446,"(-3.7415832, 40.3802446)"
585,"Calle de Avefria, 26,",11,115,2141,370,23,2024-03-15 08:58:01,-3.7308025,40.38386939,"(-3.7308025, 40.38386939)"
586,"Calle Maria de Maeztu, 50,",08,087,2142,590,27,2024-03-15 08:58:01,-3.72757227,40.49093014,"(-3.72757227, 40.49093014)"
587,"Calle de San Mariano, 52-60 ,",20,207,2143,517,27,2024-03-15 08:58:01,-3.61190481,40.44175279,"(-3.61190481, 40.44175279)"
588,"Calle Tampico, 71 ,",20,208,2144,518,23,2024-03-15 08:58:01,-3.635345,40.444569,"(-3.635345, 40.444569)"
589,"Calle Lonja de la Seda, 33,",11,116,2146,372,23,2024-03-15 08:58:01,-3.76158263,40.36612215,"(-3.76158263, 40.36612215)"
590,"Calle Salvador Allende, 28 ,",11,116,2147,373,23,2024-03-15 08:58:01,-3.75787005,40.36277848,"(-3.75787005, 40.36277848)"
591,"Calle del Dinero, 38,",11,116,2148,374,27,2024-03-15 08:58:01,-3.7501466,40.3625707,"(-3.7501466, 40.3625707)"
592,"Calle Calderilla, 4,",11,116,2149,375,27,2024-03-15 08:58:01,-3.7386603,40.3651497,"(-3.7386603, 40.3651497)"
593,"Av.Ventisquero de la Condesa, 37,",08,087,2150,591,19,2024-03-15 08:58:01,-3.71622921,40.49108225,"(-3.71622921, 40.49108225)"
594,"Calle de Gloria Fuertes, 180,",08,087,2151,592,27,2024-03-15 08:58:01,-3.7249527,40.4956969,"(-3.7249527, 40.4956969)"
595,"Calle Alicante, nº3 ,",02,025,2368,176,0,2024-03-15 08:58:01,-3.6939412,40.3941856,"(-3.6939412, 40.3941856)"
596,"Calle Moreja, 30 ,",12,122,2061,397,24,2024-03-15 08:58:01,-3.69838038,40.36809336,"(-3.69838038, 40.36809336)"
597,"Calle Manuel Silvela nº 20,",07,073,1530,124,27,2024-03-15 08:58:01,-3.6993695,40.430969,"(-3.6993695, 40.430969)"
598,"Calle del Tejo, 22 ,",02,027,2305,272,23,2024-03-15 08:58:01,-3.679186,40.39663,"(-3.679186, 40.39663)"
599,"Avenida de Oporto, 102,",11,112,2127,363,23,2024-03-15 08:58:01,-3.72987333,40.38745087,"(-3.72987333, 40.38745087)"
600,"Calle Ramon Gomez de la Serna, 37,",08,083,2164,596,24,2024-03-15 08:58:01,-3.72382554,40.48432751,"(-3.72382554, 40.48432751)"
601,"Calle Valle de Mena, 5,",09,094,2015,304,23,2024-03-15 08:58:01,-3.71527245,40.46962735,"(-3.71527245, 40.46962735)"
602,"Calle del Arroyo Belincoso, 26,",14,143,2045,458,24,2024-03-15 08:58:01,-3.65256604,40.40991083,"(-3.65256604, 40.40991083)"
603,"Paseo de la Castellana nº 42,",04,046,1548,142,23,2024-03-15 08:58:01,-3.6879154,40.4334087,"(-3.6879154, 40.4334087)"
604,"Calle Manuela Malasaña nº 3,",01,015,1408,4,27,2024-03-15 08:58:01,-3.7025,40.4286259,"(-3.7025, 40.4286259)"
605,"Avenida Menéndez pelayo (esquina con calle Poeta Esteban Villegas),",03,035,1477,75,27,2024-03-15 08:58:01,-3.6784749,40.4082717,"(-3.6784749, 40.4082717)"
606,"Calle Joaquin Turina, 49,",11,116,2145,371,27,2024-03-15 08:58:01,-3.76182,40.372458,"(-3.76182, 40.372458)"
607,"Campuzano, 1,",15,152,1965,482,23,2024-03-15 08:58:01,-3.6423386,40.4356873,"(-3.6423386, 40.4356873)"
608,"Calle de las Delicias, 41 ,",02,026,2117,273,19,2024-03-15 08:58:01,-3.69091831,40.40381914,"(-3.69091831, 40.40381914)"
609,"Calle Camilo José Cela, 27,",04,044,1647,241,23,2024-03-15 08:58:01,-3.66779,40.4378,"(-3.66779, 40.4378)"
610,"Ronda de Atocha nº 34,",01,012,1453,49,27,2024-03-15 08:58:01,-3.6992774,40.4060533,"(-3.6992774, 40.4060533)"
611,"Alcala-Ventas ,",04,043,1593,187,23,2024-03-15 08:58:01,-3.6638249,40.4301326,"(-3.6638249, 40.4301326)"
